author,post date,post time,text,Non-Independent Usage Rate,POS Bigrams,Particle Bigrams,Punctuation Preceding Tokens,Dependency Path Patterns,Unique Dependencies,Max Dependency Depth,Avg Dependency Depth,Forward Dependencies,Backward Dependencies,sentence_length,subj_verb_order_ratio,obj_verb_order_ratio,adj_noun_order_ratio
安倍晋三,2022/07/07,15:20:00,浅尾慶一郎候補とは20数年前、韓国に捕獲された北朝鮮の半没潜水艦に日本の部品が使われていないか調べに共に訪韓し、その後協力して外為法改正に取組みました。,0.431372549,"Counter({'NOUN_ADP': 6, 'VERB_AUX': 6, 'ADP_VERB': 4, 'PROPN_ADP': 3, 'AUX_AUX': 3, 'ADP_NOUN': 3, 'NOUN_NOUN': 3, 'AUX_SCONJ': 2, 'AUX_PUNCT': 2, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'ADP_ADP': 1, 'ADP_NUM': 1, 'NUM_NUM': 1, 'NUM_NOUN': 1, 'NOUN_ADV': 1, 'ADV_PUNCT': 1, 'PUNCT_PROPN': 1, 'AUX_PROPN': 1, 'ADP_PROPN': 1, 'SCONJ_VERB': 1, 'AUX_PART': 1, 'PART_NOUN': 1, 'PUNCT_DET': 1, 'DET_NOUN': 1, 'NOUN_VERB': 1, 'SCONJ_NOUN': 1})",Counter({'と_は': 1}),"Counter({'前': 1, 'する': 1, 'た': 1})","Counter({'compound (候補 -> 浅尾)': 1, 'compound (候補 -> 慶一郎)': 1, 'obl (訪韓 -> 候補)': 1, 'case (候補 -> と)': 1, 'case (候補 -> は)': 1, 'compound (前 -> 20)': 1, 'compound (前 -> 数)': 1, 'compound (前 -> 年)': 1, 'advmod (訪韓 -> 前)': 1, 'punct (前 -> 、)': 1, 'obl (捕獲 -> 韓国)': 1, 'case (韓国 -> に)': 1, 'acl (潜水艦 -> 捕獲)': 1, 'aux (捕獲 -> さ)': 1, 'aux (捕獲 -> れ)': 1, 'aux (捕獲 -> た)': 1, 'nmod (潜水艦 -> 北朝鮮)': 1, 'case (北朝鮮 -> の)': 1, 'compound (潜水艦 -> 半)': 1, 'compound (潜水艦 -> 没)': 1, 'obl (使わ -> 潜水艦)': 1, 'case (潜水艦 -> に)': 1, 'nmod (部品 -> 日本)': 1, 'case (日本 -> の)': 1, 'nsubj (使わ -> 部品)': 1, 'case (部品 -> が)': 1, 'advcl (訪韓 -> 使わ)': 1, 'aux (使わ -> れ)': 1, 'mark (使わ -> て)': 1, 'fixed (て -> い)': 1, 'aux (使わ -> ない)': 1, 'mark (使わ -> か)': 1, 'obl (訪韓 -> 調べ)': 1, 'case (調べ -> に)': 1, 'obl (訪韓 -> 共)': 1, 'case (共 -> に)': 1, 'advcl (取組み -> 訪韓)': 1, 'aux (訪韓 -> し)': 1, 'punct (訪韓 -> 、)': 1, 'det (後 -> その)': 1, 'obl (協力 -> 後)': 1, 'advcl (取組み -> 協力)': 1, 'aux (協力 -> し)': 1, 'mark (協力 -> て)': 1, 'compound (法改正 -> 外為)': 1, 'obl (取組み -> 法改正)': 1, 'case (法改正 -> に)': 1, 'ROOT (取組み -> 取組み)': 1, 'aux (取組み -> まし)': 1, 'aux (取組み -> た)': 1, 'punct (取組み -> 。)': 1})",14,6,2.921568627,24,24,51,0.019607843,0,0
安倍晋三,2022/07/07,15:20:00,浅尾慶一郎候補に力を❗️,0.285714286,"Counter({'NOUN_ADP': 2, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'ADP_NOUN': 1, 'ADP_SYM': 1})",Counter(),Counter(),"Counter({'compound (候補 -> 浅尾)': 1, 'compound (候補 -> 慶一郎)': 1, 'obl (力 -> 候補)': 1, 'case (候補 -> に)': 1, 'ROOT (力 -> 力)': 1, 'case (力 -> を)': 1, 'dep (力 -> ❗️)': 1})",5,2,1.285714286,3,4,7,0,0,0
安倍晋三,2022/07/07,15:20:00,宜しくお願いします。,0.333333333,"Counter({'ADV_NOUN': 1, 'NOUN_VERB': 1, 'VERB_AUX': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'ます': 1}),"Counter({'advmod (願い -> 宜しく)': 1, 'compound (願い -> お)': 1, 'ROOT (願い -> 願い)': 1, 'aux (願い -> し)': 1, 'aux (願い -> ます)': 1, 'punct (願い -> 。)': 1})",5,1,0.833333333,2,3,6,0,0,0
安倍晋三,2022/07/06,8:50:00,北斗の星。,0.25,"Counter({'NOUN_ADP': 1, 'ADP_NOUN': 1, 'NOUN_PUNCT': 1})",Counter(),Counter({'星': 1}),"Counter({'nmod (星 -> 北斗)': 1, 'case (北斗 -> の)': 1, 'ROOT (星 -> 星)': 1, 'punct (星 -> 。)': 1})",4,2,1,1,2,4,0,0,0
安倍晋三,2022/07/06,8:50:00,星北斗候補の応援にリカちゃんの町小野町と田村市に参りました。,0.388888889,"Counter({'NOUN_ADP': 3, 'NOUN_PROPN': 2, 'PROPN_NOUN': 2, 'ADP_NOUN': 2, 'ADP_PROPN': 2, 'PROPN_ADP': 2, 'ADP_VERB': 1, 'VERB_AUX': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'た': 1}),"Counter({'compound (候補 -> 星)': 1, 'compound (候補 -> 北斗)': 1, 'nmod (応援 -> 候補)': 1, 'case (候補 -> の)': 1, 'obl (参り -> 応援)': 1, 'case (応援 -> に)': 1, 'compound (ちゃん -> リカ)': 1, 'nmod (町 -> ちゃん)': 1, 'case (ちゃん -> の)': 1, 'nmod (小野町 -> 町)': 1, 'nmod (田村市 -> 小野町)': 1, 'case (小野町 -> と)': 1, 'obl (参り -> 田村市)': 1, 'case (田村市 -> に)': 1, 'ROOT (参り -> 参り)': 1, 'aux (参り -> まし)': 1, 'aux (参り -> た)': 1, 'punct (参り -> 。)': 1})",7,5,2.333333333,9,8,18,0,0,0
安倍晋三,2022/07/06,8:50:00,医師としてコロナ対策に実績をあげた星候補宜に力を❗️,0.444444444,"Counter({'NOUN_ADP': 4, 'ADP_NOUN': 2, 'ADP_AUX': 1, 'AUX_SCONJ': 1, 'SCONJ_NOUN': 1, 'NOUN_NOUN': 1, 'ADP_VERB': 1, 'VERB_AUX': 1, 'AUX_PROPN': 1, 'PROPN_NOUN': 1, 'NOUN_PROPN': 1, 'PROPN_ADP': 1, 'ADP_SYM': 1})",Counter(),Counter(),"Counter({'obl (あげ -> 医師)': 1, 'case (医師 -> と)': 1, 'fixed (と -> し)': 1, 'fixed (と -> て)': 1, 'compound (対策 -> コロナ)': 1, 'obl (あげ -> 対策)': 1, 'case (対策 -> に)': 1, 'obj (あげ -> 実績)': 1, 'case (実績 -> を)': 1, 'acl (宜 -> あげ)': 1, 'aux (あげ -> た)': 1, 'compound (宜 -> 星)': 1, 'compound (宜 -> 候補)': 1, 'obl (力 -> 宜)': 1, 'case (宜 -> に)': 1, 'ROOT (力 -> 力)': 1, 'case (力 -> を)': 1, 'dep (力 -> ❗️)': 1})",9,5,2.722222222,8,10,18,0,0.055555556,0
安倍晋三,2022/07/06,8:50:00,宜しくお願いします。,0.333333333,"Counter({'ADV_NOUN': 1, 'NOUN_VERB': 1, 'VERB_AUX': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'ます': 1}),"Counter({'advmod (願い -> 宜しく)': 1, 'compound (願い -> お)': 1, 'ROOT (願い -> 願い)': 1, 'aux (願い -> し)': 1, 'aux (願い -> ます)': 1, 'punct (願い -> 。)': 1})",5,1,0.833333333,2,3,6,0,0,0
安倍晋三,2022/07/05,15:34:00,今日は桜井充候補の応援で仙台での遊説からスタート。,0.4,"Counter({'NOUN_ADP': 4, 'ADP_NOUN': 3, 'ADP_PROPN': 2, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'PROPN_ADP': 1, 'ADP_ADP': 1, 'NOUN_PUNCT': 1})",Counter({'で_の': 1}),Counter({'スタート': 1}),"Counter({'nsubj (スタート -> 今日)': 1, 'case (今日 -> は)': 1, 'compound (候補 -> 桜井)': 1, 'compound (候補 -> 充)': 1, 'nmod (応援 -> 候補)': 1, 'case (候補 -> の)': 1, 'nmod (スタート -> 応援)': 1, 'case (応援 -> で)': 1, 'nmod (遊説 -> 仙台)': 1, 'case (仙台 -> で)': 1, 'case (仙台 -> の)': 1, 'nmod (スタート -> 遊説)': 1, 'case (遊説 -> から)': 1, 'ROOT (スタート -> スタート)': 1, 'punct (スタート -> 。)': 1})",6,3,1.933333333,7,7,15,0,0,0
安倍晋三,2022/07/05,15:34:00,医師として医療制度の充実、地域医療政策の推進に取り組んできた桜井さん。,0.363636364,"Counter({'NOUN_ADP': 4, 'NOUN_NOUN': 3, 'ADP_NOUN': 2, 'NOUN_PUNCT': 2, 'ADP_AUX': 1, 'AUX_SCONJ': 1, 'SCONJ_NOUN': 1, 'PUNCT_NOUN': 1, 'ADP_VERB': 1, 'VERB_SCONJ': 1, 'SCONJ_VERB': 1, 'VERB_AUX': 1, 'AUX_PROPN': 1, 'PROPN_NOUN': 1})",Counter(),"Counter({'充実': 1, 'さん': 1})","Counter({'obl (取り組ん -> 医師)': 1, 'case (医師 -> と)': 1, 'fixed (と -> し)': 1, 'fixed (と -> て)': 1, 'compound (制度 -> 医療)': 1, 'nmod (充実 -> 制度)': 1, 'case (制度 -> の)': 1, 'nmod (推進 -> 充実)': 1, 'punct (充実 -> 、)': 1, 'compound (政策 -> 地域)': 1, 'compound (政策 -> 医療)': 1, 'nmod (推進 -> 政策)': 1, 'case (政策 -> の)': 1, 'obl (取り組ん -> 推進)': 1, 'case (推進 -> に)': 1, 'acl (さん -> 取り組ん)': 1, 'mark (取り組ん -> で)': 1, 'fixed (で -> き)': 1, 'aux (取り組ん -> た)': 1, 'compound (さん -> 桜井)': 1, 'ROOT (さん -> さん)': 1, 'punct (さん -> 。)': 1})",10,5,2.909090909,10,10,22,0,0,0
安倍晋三,2022/07/05,15:34:00,宮城県の皆様どうぞ宜しくお願いします。,0.272727273,"Counter({'PROPN_ADP': 1, 'ADP_NOUN': 1, 'NOUN_NOUN': 1, 'NOUN_ADV': 1, 'ADV_ADV': 1, 'ADV_NOUN': 1, 'NOUN_VERB': 1, 'VERB_AUX': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'ます': 1}),"Counter({'nmod (様 -> 宮城県)': 1, 'case (宮城県 -> の)': 1, 'compound (様 -> 皆)': 1, 'obl (願い -> 様)': 1, 'advmod (願い -> どうぞ)': 1, 'advmod (願い -> 宜しく)': 1, 'compound (願い -> お)': 1, 'ROOT (願い -> 願い)': 1, 'aux (願い -> し)': 1, 'aux (願い -> ます)': 1, 'punct (願い -> 。)': 1})",8,3,1.272727273,6,4,11,0,0,0
安倍晋三,2022/07/04,16:15:00,原英史さん毎日新聞に逆転勝訴。,0.111111111,"Counter({'NOUN_NOUN': 3, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'NOUN_ADP': 1, 'ADP_NOUN': 1, 'NOUN_PUNCT': 1})",Counter(),Counter({'勝訴': 1}),"Counter({'compound (さん -> 原)': 1, 'compound (さん -> 英史)': 1, 'dep (勝訴 -> さん)': 1, 'compound (新聞 -> 毎日)': 1, 'obl (勝訴 -> 新聞)': 1, 'case (新聞 -> に)': 1, 'compound (勝訴 -> 逆転)': 1, 'ROOT (勝訴 -> 勝訴)': 1, 'punct (勝訴 -> 。)': 1})",6,2,1.333333333,6,2,9,0,0,0
安倍晋三,2022/07/04,16:15:00,毎日新聞は検証し、しっかり記事にして欲しい。,0.384615385,"Counter({'NOUN_ADP': 2, 'ADP_VERB': 2, 'AUX_PUNCT': 2, 'NOUN_NOUN': 1, 'VERB_AUX': 1, 'PUNCT_ADV': 1, 'ADV_NOUN': 1, 'VERB_SCONJ': 1, 'SCONJ_AUX': 1})",Counter(),"Counter({'する': 1, '欲しい': 1})","Counter({'compound (新聞 -> 毎日)': 1, 'nsubj (検証 -> 新聞)': 1, 'case (新聞 -> は)': 1, 'advcl (し -> 検証)': 1, 'aux (検証 -> し)': 1, 'punct (検証 -> 、)': 1, 'advmod (し -> しっかり)': 1, 'obl (し -> 記事)': 1, 'case (記事 -> に)': 1, 'ROOT (し -> し)': 1, 'mark (し -> て)': 1, 'fixed (て -> 欲しい)': 1, 'punct (し -> 。)': 1})",11,3,1.615384615,5,6,13,0.076923077,0,0
安倍晋三,2022/07/03,16:18:00,市川に続き松戸駅前にも沢山の人が集まって頂きました。,0.529411765,"Counter({'ADP_VERB': 2, 'NOUN_ADP': 2, 'AUX_AUX': 2, 'PROPN_ADP': 1, 'VERB_PROPN': 1, 'PROPN_NOUN': 1, 'ADP_ADP': 1, 'ADP_ADJ': 1, 'ADJ_ADP': 1, 'ADP_NOUN': 1, 'VERB_SCONJ': 1, 'SCONJ_AUX': 1, 'AUX_PUNCT': 1})",Counter({'に_も': 1}),Counter({'た': 1}),"Counter({'obl (続き -> 市川)': 1, 'case (市川 -> に)': 1, 'advcl (集まっ -> 続き)': 1, 'compound (前 -> 松戸駅)': 1, 'obl (集まっ -> 前)': 1, 'case (前 -> に)': 1, 'case (前 -> も)': 1, 'nmod (人 -> 沢山)': 1, 'case (沢山 -> の)': 1, 'nsubj (集まっ -> 人)': 1, 'case (人 -> が)': 1, 'ROOT (集まっ -> 集まっ)': 1, 'mark (集まっ -> て)': 1, 'fixed (て -> 頂き)': 1, 'aux (集まっ -> まし)': 1, 'aux (集まっ -> た)': 1, 'punct (集まっ -> 。)': 1})",11,3,1.588235294,6,10,17,0.058823529,0,0.058823529
安倍晋三,2022/07/03,16:18:00,平和構築の問題に取り組んで来た猪口邦子候補。,0.307692308,"Counter({'NOUN_ADP': 2, 'NOUN_NOUN': 1, 'ADP_NOUN': 1, 'ADP_VERB': 1, 'VERB_SCONJ': 1, 'SCONJ_VERB': 1, 'VERB_AUX': 1, 'AUX_PROPN': 1, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'NOUN_PUNCT': 1})",Counter(),Counter({'候補': 1}),"Counter({'compound (構築 -> 平和)': 1, 'nmod (問題 -> 構築)': 1, 'case (構築 -> の)': 1, 'obl (取り組ん -> 問題)': 1, 'case (問題 -> に)': 1, 'acl (候補 -> 取り組ん)': 1, 'mark (取り組ん -> で)': 1, 'fixed (で -> 来)': 1, 'aux (取り組ん -> た)': 1, 'compound (候補 -> 猪口)': 1, 'compound (候補 -> 邦子)': 1, 'ROOT (候補 -> 候補)': 1, 'punct (候補 -> 。)': 1})",10,4,2.076923077,6,6,13,0,0,0
安倍晋三,2022/07/03,16:18:00,猪口候補に力を❗️,0.333333333,"Counter({'NOUN_ADP': 2, 'PROPN_NOUN': 1, 'ADP_NOUN': 1, 'ADP_SYM': 1})",Counter(),Counter(),"Counter({'compound (候補 -> 猪口)': 1, 'obl (力 -> 候補)': 1, 'case (候補 -> に)': 1, 'ROOT (力 -> 力)': 1, 'case (力 -> を)': 1, 'dep (力 -> ❗️)': 1})",5,2,1.166666667,2,4,6,0,0,0
安倍晋三,2022/07/03,16:18:00,宜しくお願いします。雨降らずに良かった。,0.384615385,"Counter({'NOUN_VERB': 2, 'VERB_AUX': 2, 'AUX_PUNCT': 2, 'ADV_NOUN': 1, 'AUX_AUX': 1, 'PUNCT_NOUN': 1, 'AUX_ADP': 1, 'ADP_ADJ': 1, 'ADJ_AUX': 1})",Counter(),"Counter({'ます': 1, 'た': 1})","Counter({'advmod (願い -> 宜しく)': 1, 'compound (願い -> お)': 1, 'ROOT (願い -> 願い)': 1, 'aux (願い -> し)': 1, 'aux (願い -> ます)': 1, 'punct (願い -> 。)': 1, 'obl (降ら -> 雨)': 1, 'advcl (良かっ -> 降ら)': 1, 'aux (降ら -> ず)': 1, 'case (降ら -> に)': 1, 'ROOT (良かっ -> 良かっ)': 1, 'aux (良かっ -> た)': 1, 'punct (良かっ -> 。)': 1})",8,2,1.076923077,4,7,13,0,0,0
安倍晋三,2022/07/03,16:12:00,うすい正一候補の応援に市川市、本八幡駅前へ。,0.25,"Counter({'NOUN_ADP': 3, 'PROPN_NOUN': 2, 'ADJ_PROPN': 1, 'ADP_NOUN': 1, 'ADP_PROPN': 1, 'PROPN_PUNCT': 1, 'PUNCT_PROPN': 1, 'ADP_PUNCT': 1})",Counter(),"Counter({'市川市': 1, 'へ': 1})","Counter({'amod (候補 -> うすい)': 1, 'compound (候補 -> 正一)': 1, 'nmod (応援 -> 候補)': 1, 'case (候補 -> の)': 1, 'obl (駅前 -> 応援)': 1, 'case (応援 -> に)': 1, 'nmod (駅前 -> 市川市)': 1, 'punct (市川市 -> 、)': 1, 'compound (駅前 -> 本八幡)': 1, 'ROOT (駅前 -> 駅前)': 1, 'case (駅前 -> へ)': 1, 'punct (駅前 -> 。)': 1})",7,3,1.666666667,6,4,12,0,0,0.083333333
